Company Name
021 SUPERCORP TECHNOLOGIES PRIVATE LIMITED
02N GROWTH ENABLERS PRIVATE LIMITED
0408 RED DOOR COMMUNICATIONS PRIVATE LIMITED
0522 AXIOTECH PRIVATE LIMITED
06PAPPU ENGINEERING PRIVATE LIMITED
07 PRODUCTION AND MEDIA PRIVATE LIMITED
08 CONSULTINGS PRIVATE LIMITED
09ARTHOPASNA ADVISORY PRIVATE LIMITED
0ASANT INDUSTRIES PRIVATE LIMITED
0BY1 PRIVATE LIMITED
0C MATERIALS PRIVATE LIMITED
0ELLARY PRESS COMPANY LIMITED
0HRI SWAMI SAMARTHA ICE PRODUCTS PRIVATE LTD
0I0 RESOURCE PRIVATE LIMITED
0ILS INDIA LIMITED
0NYA PRIVATE LIMITED
0RION GLOBAL SERVICES PRIVATE LIMITED
0TH ROOT SOFTWARE RESEARCH PRIVATE LIMITED
0TO1 EDUCATION TECHNOLOGY PRIVATE LIMITED
0TU100 IT SERVICES PRIVATE LIMITED
0UJARAT STORES LTD
0XMETALABS PRIVATE LIMITED
0XYTOCIN VENTURES PRIVATE LIMITED
1 AND 1 BROADBAND PRIVATE LIMITED
1 AUTH TECHNOLOGIES PRIVATE LIMITED
1 BILLIONDOTS NETWORK PRIVATE LIMITED
1 BY 2 CORPORATES PRIVATE LIMITED
1 BY 2 FOODS PRIVATE LIMITED
1 C ESTABLISHMENTS PRIVATE LIMITED
1 CALL LOGISTICS PRIVATE LIMITED
1 CALL REPAIR AND RETURN SERVICES PRIVATE LIMITED
1 CAPSULE PRIVATE LIMITED
1 CHEMIKE TECHNOLOGIES PRIVATE LIMITED
1 CIRCLE FASHION PRIVATE LIMITED
1 COID PRIVATE LIMITED
1 DAY COINC STARTUP CONSULTANTS PRIVATE LIMITED
1 DEFENCE SECURITY SOLUTIONS PRIVATE LIMITED
1 DEGREE FREEDOM ROBOTICS PRIVATE LIMITED
1 DEMY PRIVATE LIMITED
1 DISCOVERY VILLA PRIVATE LIMITED
1 EARTH BAKES AND FOODS (OPC) PRIVATE LIMITED
1 EARTH FILMS PRIVATE LIMITED
1 EIGHT ILLUME EVENT SOLUTIONS PRIVATE LIMITED
1 END SOLUTION PRIVATE LIMITED
1 FINANCE P2P PRIVATE LIMITED
1 FINANCE PRIVATE LIMITED
1 FLAMINGO DIGITAL SOLUTIONS PRIVATE LIMITED
1 GBPS IT SOLUTIONS PRIVATE LIMITED
1 GLOBE ALLIANCE PRIVATE LIMITED
1 GRAM KART (OPC) PRIVATE LIMITED
1 HOURSHOP SERVICES PRIVATE LIMITED
1 IGNITE EMBEDDED SYSTEMS PRIVATE LIMITED
1 IMMUNITY PRIVATE LIMITED
1 INDIA PROJECT SURVEY PRIVATE LIMITED
1 INFO-MANAGEMENT SOLUTIONS PRIVATE LIMITED
1 LAKSHYA CAREER SOLUTION PRIVATE LIMITED
1 LU NEXT GEN TECHNOLOGIES PRIVATE LIMITED
1 MAGNOLIA LANE PRIVATE LIMITED
1 MARTIAN WAY INDUSTRIES PRIVATE LIMITED
1 MOON TEAM PRIVATE LIMITED
1 NEOTERIC SOLUTIONS AND SERVICES PRIVATE LIMITED
1 NEOTERIC TECHNOLOGY SOLUTIONS PRIVATE LIMITED
1 NO. CHARAIPUNG SOMONNAYA PRIVATE LIMITED
1 PERCENT CIRCLE PRIVATE LIMITED
1 PERCENT VERSE PRIVATE LIMITED
1 POINT HR SOLUTIONS PRIVATE LIMITED
1 POINT SYSTEMS PRIVATE LIMITED
1 ROOF INTEGRATED VYAPAR (OPC) PRIVATE LIMITED
1 ROOF PHARMA SOLUTIONS PRIVATE LIMITED
1 RUPEE CLINIC FOUNDATION
1 RUPEE FOR 1 LIFE FOUNDATION
1 SARWAT ADVISORY PRIVATE LIMITED
1 SCAN AND SKIN PRIVATE LIMITED
1 SMALLSTEP FOUNDATION
1 SOURCE ANIMATION STUDIO INDIA PRIVATE LIMITED
1 SQ. FT. REALTORS PRIVATE LIMITED
1 STEP INFO TECHNOLOGIES PRIVATE LIMITED
1 STOP BUILDING MATERIALS PRIVATE LIMITED
1 STOP CINE DIGITAL PRIVATE LIMITED
1 STOP HOSPITAL SOLUTION PRIVATE LIMITED
1 STOP NRI ENTERPRISE SOLUTIONS PRIVATE LIMITED
1 STOP PATHLABS PRIVATE LIMITED
1 STOP SOLUTION BLR PRIVATE LIMITED
1 STOP VENDOR SOLUTIONS PRIVATE LIMITED
1 THREE 1 MEDIA MARKETING PRIVATE LIMITED
1 TO 1 FITNESS SOLUTIONS PRIVATE LIMITED
1 TO 1 TOWNSHIP PRIVATE LIMITED
1 TO 5 SOLUTIONS PRIVATE LIMITED
1 TO Z AQUA PRIVATE LIMITED
1 TOUCH ALL SOLUTION PRIVATE LIMITED
1 TOUCH DEVELOPMENT PRIVATE LIMITED
1 TRADEX PRIVATE LIMITED
1 TREE WELLNESS PRIVATE LIMITED
1 UP GREEN PRIVATE LIMITED
1 VEDA BIOTECH PRIVATE LIMITED
1 WAY GO TAXI SERVICE PRIVATE LIMITED
1 WORLD INFOSEC PRIVATE LIMITED
1 WORLD INFRATECH PRIVATE LIMITED
1 WORLD TRAINING PRIVATE LIMITED
1&DWITIYA TECHNOLOGIES PRIVATE LIMITED
1-0 ADVISORS INDIA PRIVATE LIMITED
1-2-TASTE INDIA PRIVATE LIMITED
1-800 ONLINE PRIVATE LIMITED
1-HORN FASHION MARKETING PRIVATE LIMITED
1-IRON DESIGN STUDIO PRIVATE LIMITED
1-WIND MUTUAL NIDHI LIMITED
1. ADVANTEC PETROPOL PROCESSES PRIVATE LIMITED
1. ARTDROP CREATIVE SERVICES PRIVATE LIMITED
1. CHANDANAPREMI AROMA PRIVATE LIMITED
1. DIONYSUS INFOCOM PRIVATE LIMITED
1. IN-HOUSE SHARE REGISTRY PRIVATE LIMITED
1. INCON STRATEGY ADVISORS PRIVATE LIMITED
1. MEGA CINEMAS PRIVATE LIMITED
1. SIGNMARKS GREENLINE HOMES PRIVATE LIMITED
1. SUWARN SPARSH INDUSTRIES PRIVATE LIMITED
1. VISWAKARMAA AUTO PARTS PRIVATE LIMITED
1.5 GAMMA CONSULTANTS PRIVATE LIMITED
1.618 E-COMMERCE PRIVATE LIMITED
1.618 RESEARCH & DEVELOPMENT PRIVATE LIMITED
10 ARMS PRIVATE LIMITED
10 B INFRA PRIVATE LIMITED
10 CENT SOLUTIONS PRIVATE LIMITED
10 CFO SERVICES (INDIA) PRIVATE LIMITED
10 DECODERS CONSULTANCY SERVICES PRIVATE LIMITED
10 DIMENSIONS TOOLING PRIVATE LIMITED
10 ESCAPES PRIVATE LIMITED
10 FINGERS NUTRITION'S SPORTS PRIVATE LIMITED
10 HILLS FASHION BRANDS PRIVATE LIMITED
10 LBFW FILM WORKS PRIVATE LIMITED
10 LOCAL PANDIT PRIVATE LIMITED
10 MILLION STORIES ENTERTAINMENT PRIVATE LIMITED
10 MINT RECORDS PRIVATE LIMITED
10 RINGS TECHNOLOGIES PRIVATE LIMITED
10 SECONDS TALENT SOLUTIONS PRIVATE LIMITED
10 SOUL HOSPITALITY SERVICES PRIVATE LIMITED
10 TO 8 HYPERMART PRIVATE LIMITED
10 TO INFINITY PRIVATE LIMITED
10 VALUE ENTERPRISES PRIVATE LIMITED
10 WINGS TRANSPORT PRIVATE LIMITED
10'S SPORTS INDIA PRIVATE LIMITED
10-40 TECH OY PRIVATE LIMITED
100 ACRES HOMES PRIVATE LIMITED
100 ACRES VINTAGE TOWN PRIVATE LIMITED
100 BUSINESS CLOUDS PRIVATE LIMITED
100 CARZ AND MARKETING PRIVATE LIMITED
100 CENT SYSTEMS (OPC) PRIVATE LIMITED
100 DAYS INSURANCE BROKERS PRIVATE LIMITED
100 DWAAR SOCIAL WELFARE CONFEDERATION
100 FEET FILMS PRIVATE LIMITED
100 FEET ROAD VENTURES PRIVATE LIMITED
100 FT INNOVATIONS PRIVATE LIMITED
100 GEMS MARKETING PRIVATE LIMITED
100 GUILD SERVICES PRIVATE LIMITED
100 HECTARE AGRI SOLUTION PRIVATE LIMITED
100 ITEMS SERVICES PRIVATE LIMITED
100 MAGALIR THOZILAGAM PRIVATE LIMITED
100 MEDALS TARGETED FOUNDATION
100 MOONS PRIVATE LIMITED
100 MPH PRIVATE LIMITED
100 NACIONS HOLIDAYS AND HOSPITALITY PRIVATE LIMITED
100 PAISA PAYMENTS LIMITED
100 PERCENT FOOD AND BEVERAGES PRIVATE LIMITED
100 PERCENT PLUS CORPORATION PRIVATE LIMITED
100 PLUS WELLBEING PRIVATE LIMITED
100 PROOF MARKETING PRIVATE LIMITED
100 SPACE REALTY PRIVATE LIMITED
100 SPORTS MANAGEMENT PRIVATE LIMITED
100 SPORTZ PRIVATE LIMITED
100 STAR VENTURES PRIVATE LIMITED
100 TECHCOUPLES PRIVATE LIMITED
100 WAYS SOCIAL CLUB PRIVATE LIMITED
100 WEB MEDIA PRIVATE LIMITED
100 WISHES MICROCARE FOUNDATION
100% LIVE PURE FOOD PRODUCTS PRIVATE LIMITED
100% PROCESS ORIENTED CAPITAL PRIVATE LIMITED
100-NU RIDHIMA KULFI HOUSE PRIVATE LIMITED
1000 ACREVEST TECHNOLOGIES PRIVATE LIMITED
1000 FARMS AGRITECH PRIVATE LIMITED
1000 OAKS PRIVATE LIMITED
1000 OVERSEAS FRANCHISE PRIVATE LIMITED
1000 TAXIS PRIVATE LIMITED
1000 TEMPERATURE PRIVATE LIMITED
1000 TREES HOUSING PRIVATE LIMITED
1000 UNICORNS NETWORK PRIVATE LIMITED
1000BYTES INNOVATIONS PRIVATE LIMITED
1000DREAMS INTERIORS PRIVATE LIMITED
1000EXPRESS WEALTH MANAGEMENT PRIVATE LIMITED
1000PROJECTS IT TECHNOLOGIES INDIA PRIVATE LIMITED
1000SUN RISE (OPC) PRIVATE LIMITED
1001 ACERS PRIVATE LIMITED
1008 DIGITAL HEALTH PRIVATE LIMITED
1008JAAP PERFUME WORKS PRIVATE LIMITED
1008X MEDIA PRIVATE LIMITED
100ACRES INFRA PRIVATE LIMITED
100CENTUM LEARNING SYSTEMS PRIVATE LIMITED
100CLUB PRIVATE LIMITED
100CODETECH SOLUTION PRIVATE LIMITED
100DURGAAAH SEABASS PRIVATE LIMITED
100FOLDS-THE EATERIES (OPC) PRIVATE LIMITED
100G TECH VENTURES PRIVATE LIMITED
100K HEART FOUNDATION
100KARTS RETAIL SOLUTIONS PRIVATE LIMITED
100KEYS CONSTRUCTION PRIVATE LIMITED
100M TECHNOLOGIES PRIVATE LIMITED
100MB DIGITAL PRIVATE LIMITED
100MBLABS SOLUTION PRIVATE LIMITED
100MG HEALTHCARE AND MARINE SERVICES (OPC) PRIVATE LIMITED
100MG STORE PRIVATE LIMITED
100MINUTES CORIER SERVICES PRIVATE LIMITED
100MITRA HEALTH WEALTH PRIVATE LIMITED
100PERCENT NOURISHMENT PRIVATE LIMITED
100PILLARS CONSTRUCTIONS PRIVATE LIMITED
100PILLARS SERVICES PRIVATE LIMITED
100PLUS HASTEN PRIVATE LIMITED
100RAB INT PRIVATE LIMITED
100RABH INSTITUTION OF EDUCATION & RESEARCH PRIVATE LIMITED
100RUDRAPAY PAYMENTS SERVICE PRIVATE LIMITED
100SERVICES ONE SOLUTION PRIVATE LIMITED
100TH MONKEY MOVIES PRIVATE LIMITED
100VIKALPAJEEVIKA FOUNDATION
100WATTS.TECH PRIVATE LIMITED
100X AYURVEDA PRIVATE LIMITED
100X CIRCLE PRIVATE LIMITED
100X DIGITAL (OPC) PRIVATE LIMITED
100X ENTREPRENEUR PRIVATE LIMITED
100X HARVEST (OPC) PRIVATE LIMITED
100X IMAGING INDIA PRIVATE LIMITED
100X PROMPT PRIVATE LIMITED
100X SPACE INVESTMENT TECHNOLOGIES PRIVATE LIMITED
100X TECHNOLOGIES PRIVATE LIMITED
100XAI PROPTECH WEALTH PRIVATE LIMITED
101 ACRES REAL ESTATE AND INFRA DEVELOPERS PRIVATE LIMITED
101 ASK FILMS PRIVATE LIMITED
101 CAPITAL CONSULTANCY PRIVATE LIMITED
101 DEPLOY PRIVATE LIMITED
101 DIGITAL SERVICES INDIA PRIVATE LIMITED
101 DOSA STORY (OPC) PRIVATE LIMITED
101 GAGE SECURITY PRIVATE LIMITED
101 GENAI (INDIA) PRIVATE LIMITED
101 INNOVATIONS (OPC) PRIVATE LIMITED
101 MEDIA INTERNATIONAL VENTUREZ PRIVATE LIMITED
101 PLUMBING & ELECTRICAL SUPPLY PRIVATE LIMITED
101 SQUARE YARDS PRIVATE LIMITED
101 TRAVELER PRIVATE LIMITED
101 VENTURE PARTNERS PRIVATE LIMITED
101 YEARS HEALTH & WELLNESS APP PRIVATE LIMITED
1011 CARTISTICS PRIVATE LIMITED
1011 ITSERVE PRIVATE LIMITED
1018 PET BRANDS PRIVATE LIMITED
1018MB EXPOMEDIA PRIVATE LIMITED
101CORPORATE STRENGTH SERVICES PRIVATE LIMITED
101EC IT SOLUTIONS PRIVATE LIMITED
101ESTATES & RESORT PRIVATE LIMITED
101UNICORN LAUNCHPAD PRIVATE LIMITED
102 CARE PRIVATE LIMITED
102 MOTHER CHILD SERVICES (UP)
1024X INNOVATIONS PRIVATE LIMITED
103 STUDIOS PRIVATE LIMITED
105 EVENT CARE PRIVATE LIMITED
106 PRIME PROPERTY MANAGEMENT SERVICES PRIVATE LIMITED
1074 VECTORS PRIVATE LIMITED
108 AVP TECHNOLOGIES PRIVATE LIMITED
108 EDUCATION ASSIST PRIVATE LIMITED
108 ELEMENTS RESEARCH PRIVATE LIMITED
108 ELITE CRAFTS INDIA PRIVATE LIMITED
108 EMERGENCY MEDICAL TRANSPORT SERVICES EAST (UP)
108 EMERGENCY MEDICAL TRANSPORT SERVICES WEST (UP)
108 FOOD PRODUCTS & SERVICES PRIVATE LIMITED
108 GB RAM GLOBAL IT SERVICES PRIVATE LIMITED
108 INNOVATIVE TECHNOLOGIES PRIVATE LIMITED
108 SOLUTIONS PRIVATE LIMITED
1080 KALYANA PALAKAM (OPC) PRIVATE LIMITED
108TOWELS WORLD INDIA PRIVATE LIMITED
109 NANO COMPOSITE TECHNOLOGIES PRIVATE LIMITED
109 SALON INDIA PRIVATE LIMITED
10B SOLUTIONS INDIA PRIVATE LIMITED
10BUCKS DESIGNS (OPC) PRIVATE LIMITED
10BYON BEAUTY & WELLNESS PRIVATE LIMITED
10C INDIA INTERNET PRIVATE LIMITED
10CALLS INFOSOLUTION PRIVATE LIMITED
10CITI PRODUCTS AND SERVICES PRIVATE LIMITED
10COSINE TECH SOLUTIONS PRIVATE LIMITED
10CUBITS TECH PRIVATE LIMITED
10D DESIGN SERVICES (OPC) PRIVATE LIMITED
10D DIGITAL SOLUTIONS PRIVATE LIMITED
10D TECHNOLOGIES PRIVATE LIMITED
10DIAL.COM PRIVATE LIMITED
10DIMES DRONE SYSTEMS (OPC) PRIVATE LIMITED
10EX SUPPLY CHAIN PRIVATE LIMITED
10FINGERS SOLUTIONS PRIVATE LIMITED
10G TELECOM PRIVATE LIMITED
10I COMMERCE SERVICES PRIVATE LIMITED
10IN10 GT INDIA PRIVATE LIMITED
10INFINITE PRIVATE LIMITED
10JUMPS SOFTWARE PRIVATE LIMITED
10JUMPS TECHNOLOGIES INDIA PRIVATE LIMITED
10K CAR CARE SOLUTIONS PRIVATE LIMITED
10K CUPS PRIVATE LIMITED
10K TV BROADCASTING PRIVATE LIMITED
10K10Q ANALYTICS PRIVATE LIMITED
10KINFO DATA SOLUTIONS PRIVATE LIMITED
10KNIGHT INDUSTRIES (OPC) PRIVATE LIMITED
10KOS SERVICES AND SOLUTIONS PRIVATE LIMITED
10KSI VENTURES PRIVATE LIMITED
10LANE SEAWAYS PRIVATE LIMITED
10LIGHT AI HEALTHCARE PRIVATE LIMITED
10M ASIA PRIVATE LIMITED
10MAD LABS PRIVATE LIMITED
10MATRIX PRIME PRIVATE LIMITED
10MG DIAGNOSTIC AND RESEARCH CENTRE PRIVATE LIMITED
10MOVES IMMIGRATION CONSULTANCY PRIVATE LIMITED
10NOIDA INDUSTRIES (OPC) PRIVATE LIMITED
10OCLOCK RETAIL OUTLET INDIA LIMITED
10Q DK TRANDING PRIVATE LIMITED
10SPRINTS SOFTWARE TECHNOLOGIES (OPC) PRIVATE LIMITED
10SZEUS INFOTECH PRIVATE LIMITED
10T LABS PRIVATE LIMITED
10TH DIMENSION REALTECH PRIVATE LIMITED
10TH GATE SOLUTIONS PRIVATE LIMITED
10THREADS CLOTHING PRIVATE LIMITED
10TVNEWS BROADCASTING PRIVATE LIMITED
10UP WORLD FOUNDATION
10X ACE AUXILIARY SERVICES PRIVATE LIMITED
10X ALTHEA VENTURE PRIVATE LIMITED
10X CONSUMER VENTURES PRIVATE LIMITED
10X DATA LABS PRIVATE LIMITED
10X EXPORTS EXIMPLACE PRIVATE LIMITED
10X FINANCIAL ADVISORS PRIVATE LIMITED
10X FINWIN ADVISORS PRIVATE LIMITED
10X GLOBAL PRIVATE LIMITED
10X HEALTHCARE PRIVATE LIMITED
10X INSIGHTS TECH PRIVATE LIMITED
10X LEGAL PROCESSES INDIA PRIVATE LIMITED
10X LIFESTYLE GLOBAL PRIVATE LIMITED
10X OCTAVE TECHNOLOGIES PRIVATE LIMITED
10X ROOMS AND HOSPITALITY SERVICES PRIVATE LIMITED
10X SEWA FOUNDATION
10X SHOOTING PRIVATE LIMITED
10X SMART TECHNOLOGIES PRIVATE LIMITED
10X SOLAR POWER PRIVATE LIMITED
10X STUDIO PRIVATE LIMITED
10XAI PRIVATE LIMITED
10XCODER SERVICES (OPC) PRIVATE LIMITED
10XCONSULTANTS PRIVATE LIMITED
10XG VENTURES PRIVATE LIMITED
10XGS LABS PRIVATE LIMITED
10XPROPERTIES PRIVATE LIMITED
10XRICH TRAVEL TECHNOLOGY PRIVATE LIMITED
10XTD DIGITAL & DESIGN SOLUTIONS PRIVATE LIMITED
10XWELLNESS INDIA PRIVATE LIMITED
10ZENBULLS DESIGN BUILD STUDIO (OPC) PRIVATE LIMITED
11 : 11 INFODEAL DEVELOPERS PRIVATE LIMITED
11 AGRO FOODS PRIVATE LIMITED
11 BEYOND SOLUTIONS PRIVATE LIMITED
11 CARE INDIA SAVE HUMANITY COUNCIL
11 COWORK OFFICES PRIVATE LIMITED
11 FOODSTAR INDIA PRIVATE LIMITED
11 GO SPEEDIRECT LOGISTIC (OPC) PRIVATE LIMITED
11 HEAVEN SUPPORT SERVICES PRIVATE LIMITED
11 HOUR MEDICAL SERVICES PRIVATE LIMITED
11 IOT AND CLOUD TECHNOLOGIES PRIVATE LIMITED
11 LIFEPAL INDIA PRIVATE LIMITED
11 ME ENTREPRENEURS PRIVATE LIMITED
11 MOMENTS TECHNOLOGIES PRIVATE LIMITED
11 MONKS TECHNOLOGIES PRIVATE LIMITED
11 PBG INDIA PRIVATE LIMITED
11 PLANT CULTURE PRIVATE LIMITED
11 STALLION MARBLE AND GRANITE PRIVATE LIMITED
11 STARS FANTASY PRIVATE LIMITED
11 STREET RETAIL PRIVATE LIMITED
11 ZZ CREATION PRIVATE LIMITED
11'O ELEVEN INDIA PRIVATE LIMITED
11-11 SYSTEMS INDIA PRIVATE LIMITED
11-ELEVEN TECHNOLOGIES PRIVATE LIMITED
11.11 LUXURY GIRLS P.G. (OPC) PRIVATE LIMITED
11.2 ADVISORS PRIVATE LIMITED
11.ELEVEN MANAGEMENT SERVICES PRIVATE LIMITED
11/ELEVEN-HOUR BEVERAGE PRIVATE LIMITED
1108 BUSY CLOUD TECHNOLOGIES PRIVATE LIMITED
111 A TO Z LGSF DESIGNS (OPC) PRIVATE LIMITED
111 PICKUP AND DROP SERVICE PRIVATE LIMITED
1111 DIGITAL ECOMMERCE PRIVATE LIMITED
111LIVE POWER PROJECTS PRIVATE LIMITED
111LIVE WISDOM IRA PRIVATE LIMITED
1130MORE PRIVATE LIMITED
118PLUS TECHNOLOGIES PRIVATE LIMITED
11AAVNA RETAILS PRIVATE LIMITED
11ARTISAN DEVELOPERS PRIVATE LIMITED
11AXIS SERVICES PRIVATE LIMITED
11BIZZ NTECH PRIVATE LIMITED
11BLUMATRIX PRIVATE LIMITED
11CHALLENGERS PRIVATE LIMITED
11DOTS BUSINESS SOLUTIONS PRIVATE LIMITED
11EKAA FOOD WORKS PRIVATE LIMITED
11ELEVEN ENTERPRISES PRIVATE LIMITED
11HITS SPORTS PRIVATE LIMITED
11INSTA TECHNOLOGY PRIVATE LIMITED
11JUMPS INFOVENTURES PRIVATE LIMITED
11LEVEL EVENTS AND ENTERTAINMENT PRIVATE LIMITED
11MILLION CRAFT GIFTING SOLUTIONS PRIVATE LIMITED
11MOTORS ELECTRIC VEHICLES (OPC) PRIVATE LIMITED
11NEUESCARE INTERNATIONAL PRIVATE LIMITED
11OUEST PRIVATE LIMITED
11PLAYER SPORTS MANAGEMENT PRIVATE LIMITED
11SIGNALS TECHNOLOGIES PRIVATE LIMITED
11SPORTS PRIVATE LIMITED
11SQUARE FINTECH PRIVATE LIMITED
11SYNERGIA TECHNOLOGIES PRIVATE LIMITED
11TECHSQUARE PRIVATE LIMITED
11TH AVENUE DEVELOPERS PRIVATE LIMITED
11TH HOUR EVENTS PRIVATE LIMITED
11TH HOUR INNOVATIONS PRIVATE LIMITED
11TH HOUR SYSTEM SOLUTIONS PRIVATE LIMITED
11TH HOUR TRAVEL PRIVATE LIMITED
11TH RUDRA BUILDINFRA PRIVATE LIMITED
11TH RUDRA INFRA NIRMAN PRIVATE LIMITED
11TH RUDRA REALTY PRIVATE LIMITED
11THLUNAR HOSPITALITY SERVICES PRIVATE LIMITED
11THZENSE FOODS PRIVATE LIMITED
11THZENSE VENTURES PRIVATE LIMITED
11TUNES PRODUCTION PRIVATE LIMITED
11VEN11 & COMPANY PRIVATE LIMITED
11X INFISOL PRIVATE LIMITED
11XPERT DIGITAL SOLUTIONS PRIVATE LIMITED
12 AM HYPE PRIVATE LIMITED
12 BASKETS ENERGY PRIVATE LIMITED
12 CUBE ENTERPRISES PRIVATE LIMITED
12 DEGREE SHIP MANAGEMENT PRIVATE LIMITED
12 DENIM PRIVATE LIMITED
12 FLAGS ADVISORS PRIVATE LIMITED
12 JYOTIRLINGA HOSPITALITY PRIVATE LIMITED
12 MONTH HEALTH INDUSTRIES PRIVATE LIMITED
12 POINT STUDIOS PRIVATE LIMITED
12 QCR TECHNOLOGIES PRIVATE LIMITED
12 SEPTEMBER STUDIO (OPC) PRIVATE LIMITED
12 SKIES TECH INDIA PRIVATE LIMITED
12 STONE BONWON INDIA PRIVATE LIMITED
12 SUPPLYGISTICS PRIVATE LIMITED
12 THIRTEEN TECHNOLOGIES PRIVATE LIMITED
12 WEALTH CAPITAL SERVICES PRIVATE LIMITED
120 MEDIA COLLECTIVE PRIVATE LIMITED
121 CONNECTS PRIVATE LIMITED
121 EXPERIENCES INTEGRATED MARKETING PRIVATE LIMITED
121 FINANCE PRIVATE LIMITED
121 GARODIA MANAGEMENT CONSULTANTS PRIVATE LIMITED
121 HIRING PRIVATE LIMITED
121 LIFESCIENCE PRIVATE LIMITED
121 LOGISTICS OPC PRIVATE LIMITED
121 MAPPING BUSINESS SOLUTIONS PRIVATE LIMITED
121 MEDIA AND MUSIC PRIVATE LIMITED
121 OPEROSE CONSULTANCY PRIVATE LIMITED
121 OUTSOURCE (INDIA) PRIVATE LIMITED
121 SOLVE PRIVATE LIMITED
121 TUITION PRIVATE LIMITED
121 WEB SOLUTIONS PRIVATE LIMITED
1212222222222222221212221222122222222222 2222222222222222222222222222I22222222222
1218 INDIA PRIVATE LIMITED
121DIGITAL BROKER PRIVATE LIMITED
